Descrição;Empenhado;Liquidado;Pago;Agrupador
"          - 90 - Aplicações Diretas";4.275.539,38;4.523.205,69;4.523.205,69;CDMODALIDADEAPLICACAO
"            - 14 - Diárias - Pessoal Civil";12.380,70;11.776,70;11.776,70;CDELEMENTODESPESA
"                33901401 - Diárias Viagens Nacionais";12.380,70;11.776,70;11.776,70;CDSUBELEMENTODESPESA
"            - 30 - Material de Consumo";59.459,04;80.803,66;80.803,66;CDELEMENTODESPESA
"                33903002 - Combustíveis";30.456,54;29.475,46;29.475,46;CDSUBELEMENTODESPESA
"                33903038 - Gás";2.130,00;2.130,00;2.130,00;CDSUBELEMENTODESPESA
"                33903012 - Gêneros Alimentícios - Outros";8.835,00;8.835,00;8.835,00;CDSUBELEMENTODESPESA
"                33903003 - Material de Escritório / Material de Expediente";4.564,60;31.403,10;31.403,10;CDSUBELEMENTODESPESA
"                33903017 - Material de Limpeza e Higiene";9.029,50;7.494,50;7.494,50;CDSUBELEMENTODESPESA
"                33903016 - Material Elétrico e Eletrônico";4.443,40;1.465,60;1.465,60;CDSUBELEMENTODESPESA
"            - 33 - Passagens e Despesas com Locomoção";45.000,00;40.048,71;40.048,71;CDELEMENTODESPESA
"                33903301 - Passagens Nacionais";45.000,00;40.048,71;40.048,71;CDSUBELEMENTODESPESA
"            - 36 - Outros Serviços de Terceiros - Pessoa Física";815.298,86;791.487,58;791.487,58;CDELEMENTODESPESA
"                33903603 - Estagiários e Monitores";726.080,00;720.675,10;720.675,10;CDSUBELEMENTODESPESA
"                33903601 - Locação de Imóvel";89.218,86;70.812,48;70.812,48;CDSUBELEMENTODESPESA
"            - 37 - Locação de Mão de obra";2.341.889,00;2.948.913,04;2.948.913,04;CDELEMENTODESPESA
"                33903704 - Serviço Administrativo";2.092.424,85;2.700.791,39;2.700.791,39;CDSUBELEMENTODESPESA
"                33903708 - Serviço de Motoboy e Motorista";110.000,00;128.377,12;128.377,12;CDSUBELEMENTODESPESA
"                33903703 - Serviço de Vigilância";34.998,87;32.295,24;32.295,24;CDSUBELEMENTODESPESA
"                33903701 - Serviços de Limpeza";104.465,28;87.449,29;87.449,29;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";497.882,68;274.662,58;274.662,58;CDELEMENTODESPESA
"                33903994 - Adiantamentos Alimentação Secretario";2.372,00;1.543,07;1.543,07;CDSUBELEMENTODESPESA
"                33903918 - Condomínio de Imóveis";183.000,00;146.310,72;146.310,72;CDSUBELEMENTODESPESA
"                33903902 - Locação de Veículos";193.304,01;63.313,64;63.313,64;CDSUBELEMENTODESPESA
"                33903927 - Manutenção e Conservação de Máquinas e Equipamentos";89.910,67;38.090,00;38.090,00;CDSUBELEMENTODESPESA
"                33903940 - Serviço de Seleçao e Treinamento";22.560,00;22.560,00;22.560,00;CDSUBELEMENTODESPESA
"                33903912 - Serviços de Postagem, Entregas e Cobranças";2.000,00;44,35;44,35;CDSUBELEMENTODESPESA
"                33903942 - Serviços de Transporte";2.000,00;64,80;64,80;CDSUBELEMENTODESPESA
"                33903975 - Serviços Técnicos Profissionais";2.736,00;2.736,00;2.736,00;CDSUBELEMENTODESPESA
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";92.984,23;72.684,65;72.684,65;CDELEMENTODESPESA
"                33904010 - Comunicação de Dados";17.862,55;18.237,24;18.237,24;CDSUBELEMENTODESPESA
"                33904001 - Locação de Equip Informática";30.000,00;34.966,98;34.966,98;CDSUBELEMENTODESPESA
"                33904009 - Outsourcing de Impressão";37.506,17;19.110,00;19.110,00;CDSUBELEMENTODESPESA
"                33904002 - Serviços Telefonia Fixa, Móvel Com Pacote de Dados";7.615,51;370,43;370,43;CDSUBELEMENTODESPESA
"            - 46 - Auxílio - Alimentação";374.920,00;274.625,70;274.625,70;CDELEMENTODESPESA
"                33904601 - Auxílio - Alimentação - RPPS";286.360,00;230.625,72;230.625,72;CDSUBELEMENTODESPESA
"                33904602 - Auxílio - Alimentação - RGPS";88.560,00;43.999,98;43.999,98;CDSUBELEMENTODESPESA
"            - 49 - Auxílio - Transporte";26.876,41;22.183,47;22.183,47;CDELEMENTODESPESA
"                33904902 - Auxílio - Transporte RGPS";6.396,41;5.182,39;5.182,39;CDSUBELEMENTODESPESA
"                33904901 - Auxílio - Transporte RPPS";20.480,00;17.001,08;17.001,08;CDSUBELEMENTODESPESA
"            - 8 - Outros Benefícios Assistenciais do servidor ou do Militar";4.700,00;1.871,14;1.871,14;CDELEMENTODESPESA
"                33900802 - Auxílio Educação - RGPS";700,00;358,92;358,92;CDSUBELEMENTODESPESA
"                33900801 - Auxílio Educação - RPPS";4.000,00;1.512,22;1.512,22;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";535,29;535,29;535,29;CDELEMENTODESPESA
"                33909233 - Locação de Imóvel";535,29;535,29;535,29;CDSUBELEMENTODESPESA
"            - 93 - Indenizações e Restituições";3.613,17;3.613,17;3.613,17;CDELEMENTODESPESA
"                33909310 - Outras Indenizações Serviços Terceiros";3.613,17;3.613,17;3.613,17;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";60.636,25;205.259,42;205.259,42;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";60.636,25;205.259,42;205.259,42;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";60.636,25;205.259,42;205.259,42;CDMODALIDADEAPLICACAO
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";31.750,00;31.750,00;31.750,00;CDELEMENTODESPESA
"                44903923 - Serviços Especializados";31.750,00;31.750,00;31.750,00;CDSUBELEMENTODESPESA
"            - 52 - Equipamentos e Material Permanente";28.886,25;173.509,42;173.509,42;CDELEMENTODESPESA
"                44905208 - Aparelhos e Utensílios de Copa e Cozinha";10.096,64;6.196,52;6.196,52;CDSUBELEMENTODESPESA
"                44905204 - Bens Móveis - Móveis e Utensílios";13.125,05;163.884,00;163.884,00;CDSUBELEMENTODESPESA
"                44905212 - Equipamento de Refrigeração";5.664,56;0,00;0,00;CDSUBELEMENTODESPESA
"                44905213 - Equipamento para Áudio, Vídeo e Foto";0,00;3.428,90;3.428,90;CDSUBELEMENTODESPESA
" - 240002 - UG CASA CIVIL - Casa Civil";14.698.597,56;16.401.002,90;15.318.058,83;CDUNIDADEGESTORA
"    - 4 - Administração";8.660.602,24;7.099.081,26;7.083.737,13;CDFUNCAO
"      - 3 - Despesas Correntes";8.511.216,02;6.952.325,26;6.936.981,13;CDCATEGORIAECONOMICA
"        - 31 - Pessoal e Encargos Sociais";6.533.460,41;5.487.543,76;5.480.359,49;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";6.373.005,04;5.398.043,42;5.391.347,67;CDMODALIDADEAPLICACAO
"            - 11 - Vencimentos e Vantagens Fixas - Pessoal Civil";5.429.771,23;4.526.215,23;4.526.215,23;CDELEMENTODESPESA
"                31901147 - 13º Salário - RPPS";10.000,00;1.955,65;1.955,65;CDSUBELEMENTODESPESA
"                31901148 - 13º Salário - RGPS";211.300,00;192.201,24;192.201,24;CDSUBELEMENTODESPESA
"                31901107 - ABONO PERMANÊNCIA - RPPS";29.500,00;21.891,15;21.891,15;CDSUBELEMENTODESPESA
"                31901126 - COMPLEMENTAÇÃO SALARIAL - RGPS";8.000,00;5.443,56;5.443,56;CDSUBELEMENTODESPESA
"                31901125 - COMPLEMENTAÇÃO SALARIAL - RPPS";19.100,00;18.874,18;18.874,18;CDSUBELEMENTODESPESA
"                31901153 - FÉRIAS - RPPS";80.605,23;75.642,08;75.642,08;CDSUBELEMENTODESPESA
"                31901152 - FÉRIAS - RGPS";98.200,00;92.228,96;92.228,96;CDSUBELEMENTODESPESA
"                31901145 - FÉRIAS - ABONO CONSTITUCIONAL - RGPS";301.000,00;255.655,00;255.655,00;CDSUBELEMENTODESPESA
"                31901121 - GRATIFICAÇÃO DE TEMPO DE SERVIÇO - RPPS";33.000,00;31.214,08;31.214,08;CDSUBELEMENTODESPESA
"                31901116 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RGPS";2.858.200,00;2.283.423,24;2.283.423,24;CDSUBELEMENTODESPESA
"                31901115 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RPPS";85.000,00;61.007,90;61.007,90;CDSUBELEMENTODESPESA
"                31901117 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RPPS";29.500,00;3.693,96;3.693,96;CDSUBELEMENTODESPESA
"                31901118 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RGPS";2.000,00;1.804,98;1.804,98;CDSUBELEMENTODESPESA
"                31901150 - Incorporação RPPS";40.000,00;39.083,85;39.083,85;CDSUBELEMENTODESPESA
"                31901130 - SUBSÍDIOS - Vencimentos e Salários RGPS";98.000,00;94.245,95;94.245,95;CDSUBELEMENTODESPESA
"                31901101 - VENCIMENTOS E SALÁRIOS - RPPS";296.000,00;220.854,80;220.854,80;CDSUBELEMENTODESPESA
"                31901102 - VENCIMENTOS E SALÁRIOS - RGPS";1.230.366,00;1.126.994,65;1.126.994,65;CDSUBELEMENTODESPESA
"            - 13 - Obrigações Patronais";810.000,00;744.261,89;737.566,14;CDELEMENTODESPESA
"                31901301 - Contribuições Para o Regime Geral de Previdência - INSS";810.000,00;744.261,89;737.566,14;CDSUBELEMENTODESPESA
"            - 16 - Outras Despesas Variáveis - Pessoal Civil";85.073,00;81.102,85;81.102,85;CDELEMENTODESPESA
"                31901607 - JETON - RPPS";473,00;0,00;0,00;CDSUBELEMENTODESPESA
"                31901608 - JETON - RGPS";7.000,00;6.293,60;6.293,60;CDSUBELEMENTODESPESA
"                31901606 - Substituição - RGPS";77.600,00;74.809,25;74.809,25;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";9.490,37;9.490,37;9.490,37;CDELEMENTODESPESA
"                31909222 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RGPS";5.757,67;5.757,67;5.757,67;CDSUBELEMENTODESPESA
"                31909202 - VENCIMENTOS E SALÁRIOS - RGPS";3.449,71;3.449,71;3.449,71;CDSUBELEMENTODESPESA
"                31909201 - VENCIMENTOS E SALÁRIOS - RPPS";282,99;282,99;282,99;CDSUBELEMENTODESPESA
"            - 95 - Indenização pela Execução de Trabalho de Campo";38.670,44;36.973,08;36.973,08;CDELEMENTODESPESA
"                31909504 - Operaçao Carnaval - RGPS";15.508,38;15.508,38;15.508,38;CDSUBELEMENTODESPESA
"                31909503 - Operação Carnaval - RPPS";16.982,16;16.982,16;16.982,16;CDSUBELEMENTODESPESA
"                31909502 - Operaçao Chuva - RGPS";5.000,00;3.302,64;3.302,64;CDSUBELEMENTODESPESA
"                31909506 - Operaçoes Especiais - RGPS";1.179,90;1.179,90;1.179,90;CDSUBELEMENTODESPESA
"          - 91 - Aplicação Direta Decorrente de Operação Intra-Orçamentária";160.455,37;89.500,34;89.011,82;CDMODALIDADEAPLICACAO
"            - 13 - Obrigações Patronais";160.455,37;89.500,34;89.011,82;CDELEMENTODESPESA
"                31911307 - Contribuição Patronal Extraordinária para Cobertura de Déficit Atuarial";7.434,05;2.887,12;2.398,60;CDSUBELEMENTODESPESA
"                31911302 - Contribuições para o RPPS FUNFIN";153.021,32;86.613,22;86.613,22;CDSUBELEMENTODESPESA
"        - 33 - Outras Despesas Correntes";1.977.755,61;1.464.781,50;1.456.621,64;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";1.977.755,61;1.464.781,50;1.456.621,64;CDMODALIDADEAPLICACAO
"            - 14 - Diárias - Pessoal Civil";1.208,00;1.208,00;1.208,00;CDELEMENTODESPESA
"                33901401 - Diárias Viagens Nacionais";1.208,00;1.208,00;1.208,00;CDSUBELEMENTODESPESA
"            - 30 - Material de Consumo";105.867,56;96.078,67;92.192,47;CDELEMENTODESPESA
"                33903002 - Combustíveis";68.031,72;68.553,97;68.553,97;CDSUBELEMENTODESPESA
"                33903012 - Gêneros Alimentícios - Outros";12.054,70;12.016,70;12.016,70;CDSUBELEMENTODESPESA
"                33903010 - Material Ambulatorial e Hospitalar";634,00;894,00;894,00;CDSUBELEMENTODESPESA
"                33903003 - Material de Escritório / Material de Expediente";12.178,54;7.867,40;6.948,20;CDSUBELEMENTODESPESA
"                33903017 - Material de Limpeza e Higiene";12.722,60;6.746,60;3.779,60;CDSUBELEMENTODESPESA
"                33903016 - Material Elétrico e Eletrônico";246,00;0,00;0,00;CDSUBELEMENTODESPESA
"            - 33 - Passagens e Despesas com Locomoção";20.000,00;3.688,04;3.688,04;CDELEMENTODESPESA
"                33903302 - Passagens Internacionais";10.000,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903301 - Passagens Nacionais";10.000,00;3.688,04;3.688,04;CDSUBELEMENTODESPESA
"            - 35 - Serviços de Consultoria";16.500,00;16.500,00;16.500,00;CDELEMENTODESPESA
"                33903507 - Outras consultorias PJ";16.500,00;16.500,00;16.500,00;CDSUBELEMENTODESPESA
"            - 36 - Outros Serviços de Terceiros - Pessoa Física";69.663,83;40.456,57;40.456,57;CDELEMENTODESPESA
"                33903603 - Estagiários e Monitores";18.720,00;14.777,89;14.777,89;CDSUBELEMENTODESPESA
"                33903601 - Locação de Imóvel";50.943,83;25.678,68;25.678,68;CDSUBELEMENTODESPESA
"            - 37 - Locação de Mão de obra";673.393,91;604.482,03;604.482,03;CDELEMENTODESPESA
"                33903704 - Serviço Administrativo";381.546,72;343.474,49;343.474,49;CDSUBELEMENTODESPESA
"                33903731 - Serviço Administrativo - Verbas Eventuais 13 Salário";0,00;11.132,10;11.132,10;CDSUBELEMENTODESPESA
"                33903713 - Serviço Administrativo - Verbas Eventuais";3.461,22;4.614,96;4.614,96;CDSUBELEMENTODESPESA
"                33903730 - Serviço Administrativo - Verbas Eventuais Férias";47.405,87;28.497,20;28.497,20;CDSUBELEMENTODESPESA
"                33903742 - Serviço de Motoboy e Motorista - Verbas Eventuais Férias";0,00;10.189,70;10.189,70;CDSUBELEMENTODESPESA
"                33903708 - Serviço de Motoboy e Motorista";111.729,24;104.796,82;104.796,82;CDSUBELEMENTODESPESA
"                33903718 - Serviço de Motoboy e Motorista - Verbas Eventuais";83.109,48;54.609,43;54.609,43;CDSUBELEMENTODESPESA
"                33903722 - Serviços de Limpeza - Verbas Eventuais 13 Salário";0,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903721 - Serviços de Limpeza - Verbas Eventuais Férias";0,00;2.221,94;2.221,94;CDSUBELEMENTODESPESA
"                33903701 - Serviços de Limpeza";46.141,38;44.945,39;44.945,39;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";785.674,88;482.405,39;478.515,39;CDELEMENTODESPESA
"                33903986 - Adiantamentos Despesa Miudas";799,04;799,04;799,04;CDSUBELEMENTODESPESA
"                33903980 - Adiantamentos Reparo e Conservação";1.000,00;1.000,00;1.000,00;CDSUBELEMENTODESPESA
"                33903918 - Condomínio de Imóveis";75.396,72;62.830,64;62.830,64;CDSUBELEMENTODESPESA
"                33903916 - Locação de Central Telefônica";32.508,91;22.517,64;22.517,64;CDSUBELEMENTODESPESA
"                33903903 - Locação de Imóvel";160.832,14;144.975,42;144.975,42;CDSUBELEMENTODESPESA
"                33903902 - Locação de Veículos";242.667,72;67.923,08;67.923,08;CDSUBELEMENTODESPESA
"                33903972 - Manutenção Equipamentos e Máquinas";15.560,00;23.340,00;19.450,00;CDSUBELEMENTODESPESA
"                33903998 - Publicidade Legal";1.500,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903912 - Serviços de Postagem, Entregas e Cobranças";5.000,04;713,29;713,29;CDSUBELEMENTODESPESA
"                33903942 - Serviços de Transporte";3.192,23;4,36;4,36;CDSUBELEMENTODESPESA
"                33903975 - Serviços Técnicos Profissionais";247.218,08;158.301,92;158.301,92;CDSUBELEMENTODESPESA
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";131.250,40;58.058,70;57.675,04;CDELEMENTODESPESA
"                33904001 - Locação de Equip Informática";88.680,50;36.165,60;36.165,60;CDSUBELEMENTODESPESA
"                33904003 - Locação de Software";21.782,00;15.576,00;15.576,00;CDSUBELEMENTODESPESA
"                33904002 - Serviços Telefonia Fixa, Móvel Com Pacote de Dados";20.787,90;6.317,10;5.933,44;CDSUBELEMENTODESPESA
"            - 46 - Auxílio - Alimentação";145.508,00;134.889,20;134.889,20;CDELEMENTODESPESA
"                33904601 - Auxílio - Alimentação - RPPS";15.000,00;13.600,43;13.600,43;CDSUBELEMENTODESPESA
"                33904602 - Auxílio - Alimentação - RGPS";130.508,00;121.288,77;121.288,77;CDSUBELEMENTODESPESA
"            - 49 - Auxílio - Transporte";9.370,00;9.079,35;9.079,35;CDELEMENTODESPESA
"                33904902 - Auxílio - Transporte RGPS";7.325,67;7.086,04;7.086,04;CDSUBELEMENTODESPESA
"                33904901 - Auxílio - Transporte RPPS";2.044,33;1.993,31;1.993,31;CDSUBELEMENTODESPESA
"            - 8 - Outros Benefícios Assistenciais do servidor ou do Militar";4.680,00;3.296,52;3.296,52;CDELEMENTODESPESA
"                33900801 - Auxílio Educação - RPPS";3.040,00;2.937,60;2.937,60;CDSUBELEMENTODESPESA
"                33900813 - SALÁRIO FAMÍLIA - RGPS";1.640,00;358,92;358,92;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";14.034,14;14.034,14;14.034,14;CDELEMENTODESPESA
"                33909266 - Locação de Mão de Obra Serviço de Limpeza";1.992,91;1.992,91;1.992,91;CDSUBELEMENTODESPESA
"                33909273 - Locação de Mão de Obra Serviço de Motoboy e Motorista";9.355,37;9.355,37;9.355,37;CDSUBELEMENTODESPESA
"                33909232 - Locação de Veículos";2.685,86;2.685,86;2.685,86;CDSUBELEMENTODESPESA
"            - 93 - Indenizações e Restituições";604,89;604,89;604,89;CDELEMENTODESPESA
"                33909320 - Ressarcimento de Despesa de Diária";604,89;604,89;604,89;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";149.386,22;146.756,00;146.756,00;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";149.386,22;146.756,00;146.756,00;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";149.386,22;146.756,00;146.756,00;CDMODALIDADEAPLICACAO
"            - 52 - Equipamentos e Material Permanente";149.386,22;146.756,00;146.756,00;CDELEMENTODESPESA
"                44905213 - Equipamento para Áudio, Vídeo e Foto";2.630,22;0,00;0,00;CDSUBELEMENTODESPESA
"                44905201 - Equipamentos de Processamentos de Dados";146.756,00;146.756,00;146.756,00;CDSUBELEMENTODESPESA
"    - 8 - Assistência Social";6.037.995,32;9.301.921,64;8.234.321,70;CDFUNCAO
